code,iata,name,city,region,lat,lon,longest_rwy_ft
KAUG,AUG,Augusta State Airport,Augusta,US-ME,44.3206,-69.7973,5002
KAUH,,Aurora Municipal Al Potter Field,Aurora,US-NE,40.8941,-97.9946,4301
KAUM,AUM,Austin Municipal Airport,Austin,US-MN,43.665,-92.9334,5800
KAUN,AUN,Auburn Municipal Airport,Auburn,US-CA,38.9548,-121.082,3700
KAUO,AUO,Auburn University Regional Airport,Auburn,US-AL,32.6151,-85.434,5264
KAUS,AUS,Austin Bergstrom International Airport,Austin,US-TX,30.1975,-97.662,12250
KAUW,AUW,Wausau Downtown Airport,Wausau,US-WI,44.9262,-89.6266,4950
KAVC,,Mecklenburg Brunswick Regional Airport,Brodnax,US-VA,36.6883,-78.0545,5002
KAVK,,Alva Regional Airport,Alva,US-OK,36.7732,-98.6699,5001
KAVL,AVL,Asheville Regional Airport,Asheville,US-NC,35.4355,-82.5419,8002
KAVO,AVO,Avon Park Executive Airport,Avon Park,US-FL,27.5912,-81.5278,5374
KAVP,AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US-PA,41.3371,-75.7242,7502
KAVQ,AVW,Marana Regional Airport,Marana,US-AZ,32.4091,-111.2162,6901
KAWG,,Washington Municipal Airport,Washington,US-IA,41.2761,-91.6734,4000
KAWM,AWM,West Memphis Municipal Airport,West Memphis,US-AR,35.1351,-90.2344,6003
KAWO,,Arlington Municipal Airport,Arlington,US-WA,48.1614,-122.1584,5332
KAXA,AXG,Algona Municipal Airport,Algona,US-IA,43.0781,-94.2718,3960
KAXH,,Houston Southwest Airport,Rosharon,US-TX,29.5061,-95.4769,5002
KAXN,AXN,Chandler Field,Alexandria,US-MN,45.8663,-95.3947,5099
KAXQ,,Clarion County Airport,Clarion,US-PA,41.2258,-79.441,5003
KAXS,AXS,Altus Quartz Mountain Regional Airport,Altus,US-OK,34.698,-99.3385,5501
KAXV,AXV,Neil Armstrong Airport,Wapakoneta,US-OH,40.4934,-84.2989,5500
KAXX,AXX,Angel Fire Airport,Angel Fire,US-NM,36.422,-105.29,8900
KAYS,AYS,Waycross Ware County Airport,Waycross,US-GA,31.2491,-82.3955,5992
KAYX,TUH,Arnold Air Force Base,Manchester,US-TN,35.3926,-86.0858,6000
KAZC,,Colorado City Municipal Airport,Colorado City,US-AZ,36.9592,-113.0132,6300
KAZE,,Hazlehurst Airport,Hazlehurst,US-GA,31.8847,-82.6474,4508
KAZO,AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,US-MI,42.2321,-85.5496,6502
KB16,,Whitfords Airport,Weedsport,US-NY,43.0803,-76.5384,3630
KBAB,BAB,Beale Air Force Base,Beale Air Force Base,US-CA,39.1361,-121.437,12001
KBAD,BAD,Barksdale Air Force Base,Bossier City,US-LA,32.5018,-93.6627,11758
KBAF,BAF,Westfield-Barnes Regional Airport,Westfield,US-MA,42.1578,-72.7156,9000
KBAK,CLU,Columbus Municipal Airport,Columbus,US-IN,39.2624,-85.8956,6401
KBAM,BAM,Battle Mountain Airport,Battle Mountain,US-NV,40.599,-116.874,7300
KBAX,,Huron County Memorial Airport,Bad Axe,US-MI,43.7802,-82.9854,5000
KBAZ,,New Braunfels National Airport,New Braunfels,US-TX,29.7045,-98.0422,6503
KBBB,BBB,Benson Municipal Airport,Benson,US-MN,45.3319,-95.6506,4000
KBBD,BBD,Curtis Field,Brady,US-TX,31.1789,-99.3247,4605
KBBG,BKG,Branson Airport,Branson,US-MO,36.5321,-93.2005,7140
KBBP,BTN,Marlboro County Jetport - H E Avent Field Airport,Bennettsville,US-SC,34.6217,-79.7344,5003
KBBW,BBW,Broken Bow Municipal Airport,Broken Bow,US-NE,41.4365,-99.6422,4203
KBCB,BCB,Virginia Tech Montgomery Executive Airport,Blacksburg,US-VA,37.2076,-80.4078,5501
KBCE,BCE,Bryce Canyon Airport,Bryce Canyon,US-UT,37.7064,-112.145,7395
KBCK,,Black River Falls Area Airport,Black River Falls,US-WI,44.2507,-90.8553,4601
KBCT,BCT,Boca Raton Airport,Boca Raton,US-FL,26.3785,-80.1077,6276
KBDE,BDE,Baudette International Airport,Baudette,US-MN,48.7284,-94.6122,5498
KBDG,BDG,Blanding Municipal Airport,Blanding,US-UT,37.5833,-109.483,5781
KBDH,ILL,Willmar Municipal Airport John L Rice Field (2006),Willmar,US-MN,45.1176,-95.1323,5500
KBDL,BDL,Bradley International Airport,Hartford,US-CT,41.9386,-72.688,9510
KBDN,,Bend Municipal Airport,Bend,US-OR,44.0948,-121.201,5201
KBDQ,,Morrilton Municipal Airport,Morrilton,US-AR,35.1362,-92.7135,3998
KBDR,BDR,Igor I Sikorsky Memorial Airport,Bridgeport,US-CT,41.1635,-73.1262,4759
KBDU,WBU,Boulder Municipal Airport,Boulder,US-CO,40.0391,-105.226,4100
KBEA,,Beeville Municipal Airport,Beeville,US-TX,28.3619,-97.791,4553
KBEC,BEC,Beech Factory Airport,Wichita,US-KS,37.6945,-97.215,8001
KBED,BED,Laurence G Hanscom Field,Bedford,US-MA,42.47,-71.289,7011
KBEH,BEH,Southwest Michigan Regional Airport,Benton Harbor,US-MI,42.1286,-86.4285,6006
KBFA,,Boyne Mountain Airport,Boyne Falls,US-MI,45.1658,-84.9241,5187
KBFD,BFD,Bradford Regional Airport,Bradford,US-PA,41.8031,-78.6401,6307
KBFE,,Terry County Airport,Brownfield,US-TX,33.1731,-102.193,5218
KBFF,BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US-NE,41.874,-103.596,8279
KBFI,BFI,King County International Airport - Boeing Field,Seattle,US-WA,47.527,-122.2999,10007
KBFK,,Buffalo Municipal Airport,Buffalo,US-OK,36.8633,-99.6187,4000
KBFL,BFL,Meadows Field,Bakersfield,US-CA,35.4336,-119.057,10849
KBFM,BFM,Mobile Downtown Airport,Mobile,US-AL,30.6268,-88.0681,9618
KBFR,BFR,Virgil I Grissom Municipal Airport,Bedford,US-IN,38.84,-86.4454,4501
KBGD,BGD,Hutchinson County Airport,Borger,US-TX,35.7009,-101.394,6299
KBGE,BGE,Decatur County Industrial Air Park,Bainbridge,US-GA,30.9715,-84.6374,5502
KBGF,,Winchester Municipal Airport,Winchester,US-TN,35.1775,-86.0662,5003
KBGM,BGM,Greater Binghamton/Edwin A Link field,Binghamton,US-NY,42.2087,-75.9798,7305
KBGR,BGR,Bangor International Airport,Bangor,US-ME,44.8064,-68.8267,11440
KBHB,BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US-ME,44.45,-68.3615,5200
KBHC,,Baxley Municipal Airport,Baxley,US-GA,31.7138,-82.3938,5003
KBHK,,Baker Municipal Airport,Baker,US-MT,46.3466,-104.2581,5904
KBHM,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US-AL,33.5629,-86.7507,12007
KBIE,BIE,Beatrice Municipal Airport,Beatrice,US-NE,40.3013,-96.7541,5602
KBIF,BIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,US-TX,31.8495,-106.38,13554
KBIH,BIH,Eastern Sierra Regional Airport,Bishop,US-CA,37.3731,-118.364,7498
KBIJ,,Early County Airport,Blakely,US-GA,31.3975,-84.8948,5494
KBIL,BIL,Billings Logan International Airport,Billings,US-MT,45.8089,-108.5412,10518
KBIS,BIS,Bismarck Municipal Airport,Bismarck,US-ND,46.7727,-100.7469,8794
KBIV,,West Michigan Regional Airport,Holland,US-MI,42.7429,-86.1074,6002
KBIX,BIX,Keesler Air Force Base,Biloxi,US-MS,30.4104,-88.9244,7630
KBJC,BJC,Rocky Mountain Metropolitan Airport,Denver,US-CO,39.9088,-105.117,9000
KBJI,BJI,Bemidji Regional Airport,Bemidji,US-MN,47.5094,-94.9337,7004
KBJJ,BJJ,Wayne County Airport,Wooster,US-OH,40.8748,-81.8883,5190
KBKD,BKD,Stephens County Airport,Breckenridge,US-TX,32.719,-98.891,5002
KBKE,BKE,Baker City Municipal Airport,Baker City,US-OR,44.8373,-117.809,5084
KBKF,BFK,Buckley Space Force Base,Aurora,US-CO,39.7017,-104.752,11006
KBKL,BKL,Burke Lakefront Airport,Cleveland,US-OH,41.5175,-81.6833,6604
KBKN,BWL,Blackwell Tonkawa Municipal Airport,Blackwell,US-OK,36.7452,-97.3496,3501
KBKS,,Brooks County Airport,Falfurrias,US-TX,27.2068,-98.1212,6006
KBKT,BKT,Allen C Perkinson Blackstone Army Air Field,Blackstone,US-VA,37.0742,-77.9575,5333
KBKV,,Brooksville–Tampa Bay Regional Airport,Brooksville,US-FL,28.4695,-82.4571,7001
KBKW,BKW,Raleigh County Memorial Airport,Beaver,US-WV,37.7873,-81.1242,6750
KBKX,BKX,Brookings Regional Airport,Brookings,US-SD,44.3048,-96.8169,6000
KBLF,BLF,Mercer County Airport,Bluefield,US-WV,37.2958,-81.2077,4743
KBLH,BLH,Blythe Airport,Blythe,US-CA,33.6192,-114.717,6543
KBLI,BLI,Bellingham International Airport,Bellingham,US-WA,48.7928,-122.538,6700
KBLM,BLM,Monmouth Executive Airport,Belmar/Farmingdale,US-NJ,40.1869,-74.1249,7345
KBLV,BLV,Scott AFB/Midamerica Airport,Belleville,US-IL,38.5452,-89.8352,10000
KBMC,BMC,Brigham City Regional Airport,Brigham City,US-UT,41.5524,-112.062,8900
KBMG,BMG,Monroe County Airport,Bloomington,US-IN,39.146,-86.6167,6500
KBMI,BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US-IL,40.4771,-88.9159,8000
KBML,BML,Berlin Regional Airport,Berlin,US-NH,44.5754,-71.1759,5200
KBMQ,,Burnet Municipal Airport/Kate Craddock Field,Burnet,US-TX,30.7389,-98.2386,5001
KBMT,BMT,Beaumont Municipal Airport,Beaumont,US-TX,30.0706,-94.2157,4001
KBNA,BNA,Nashville International Airport,Nashville,US-TN,36.1245,-86.6782,11030
KBNG,BNG,Banning Municipal Airport,Banning,US-CA,33.9225,-116.8507,4955
KBNL,BNL,Barnwell Regional Airport,Barnwell,US-SC,33.2578,-81.3883,5119
KBNO,BNO,Burns Municipal Airport,Burns,US-OR,43.5905,-118.9552,5101
KBNW,BNW,Boone Municipal Airport,Boone,US-IA,42.0496,-93.8476,4808
KBOI,BOI,Boise Air Terminal/Gowen Field,Boise,US-ID,43.5644,-116.223,10000
KBOS,BOS,Boston Logan International Airport,Boston,US-MA,42.362,-71.0079,10083
KBOW,BOW,Bartow Executive Airport,Bartow,US-FL,27.9434,-81.7834,5001
KBPG,HCA,Big Spring Mc Mahon-Wrinkle Airport,Big Spring,US-TX,32.2126,-101.522,8803
KBPI,BPI,Miley Memorial Field,Big Piney,US-WY,42.5851,-110.111,6803
KBPK,WMH,Ozark Regional Airport,Mountain Home,US-AR,36.3689,-92.4705,5000
KBPT,BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US-TX,29.9508,-94.0207,6751
KBQK,BQK,Brunswick Golden Isles Airport,Brunswick,US-GA,31.2588,-81.4665,8001
KBQP,,Morehouse Memorial Airport,Bastrop,US-LA,32.756,-91.8806,4002
KBRD,BRD,Brainerd Lakes Regional Airport,Brainerd,US-MN,46.4029,-94.1297,7100
KBRL,BRL,Southeast Iowa Regional Airport,Burlington,US-IA,40.7832,-91.1255,6102
KBRO,BRO,Brownsville South Padre Island International Airport,Brownsville,US-TX,25.9072,-97.4252,7399
KBRY,BRY,Samuels Field,Bardstown,US-KY,37.8143,-85.4996,5003
KBST,,Belfast Municipal Airport,Belfast,US-ME,44.4094,-69.0119,4000
KBTA,,Blair Executive Airport,Blair,US-NE,41.4149,-96.1091,4201
KBTF,BTF,Skypark Airport,Bountiful,US-UT,40.8694,-111.927,4634
KBTL,BTL,Battle Creek Executive Airport at Kellogg Field,Battle Creek,US-MI,42.3073,-85.2515,10004
KBTM,BTM,Bert Mooney Airport,Butte,US-MT,45.9548,-112.497,9000
KBTN,TTO,Britton Municipal Airport,Britton,US-SD,45.8152,-97.7431,4210
KBTP,BTP,Pittsburgh/Butler Regional Airport,Butler,US-PA,40.7769,-79.9497,4801
KBTR,BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US-LA,30.5332,-91.1496,7500
KBTV,BTV,Patrick Leahy Burlington International Airport,Burlington,US-VT,44.4719,-73.1533,8319
KBTY,BTY,Beatty Airport,Beatty,US-NV,36.8611,-116.787,5615
KBUB,BUB,Cram Field,Burwell,US-NE,41.7767,-99.1497,3900
KBUF,BUF,Buffalo Niagara International Airport,Buffalo,US-NY,42.9405,-78.7322,8829
KBUM,BUM,Butler Memorial Airport,Butler,US-MO,38.2898,-94.3401,3999
KBUR,BUR,Hollywood Burbank/Bob Hope Airport,Burbank,US-CA,34.2028,-118.3581,6886
KBUU,,Burlington Municipal Airport,Burlington,US-WI,42.6907,-88.3046,4300
KBUY,,Burlington Alamance Regional Airport,Burlington,US-NC,36.0485,-79.4749,6406
KBVI,BFP,Beaver County Airport,Beaver Falls,US-PA,40.7725,-80.3914,4501
KBVN,,Albion Municipal Airport/Ron Levander Field,Albion,US-NE,41.7286,-98.0558,3700
KBVO,BVO,Bartlesville Municipal Airport,Bartlesville,US-OK,36.7625,-96.0112,6850
KBVS,MVW,Skagit Regional Airport,Burlington,US-WA,48.4709,-122.421,5480
KBVX,BVX,Batesville Regional Airport,Batesville,US-AR,35.7262,-91.6473,6002
KBVY,BVY,Beverly Regional Airport,Beverly / Danvers,US-MA,42.5842,-70.9165,5001
KBWC,BWC,Brawley Municipal Airport,Brawley,US-CA,32.9929,-115.517,4166
KBWD,BWD,Brownwood Regional Airport,Brownwood,US-TX,31.7936,-98.9565,5599
KBWG,BWG,Bowling Green Warren County Regional Airport,Bowling Green,US-KY,36.9645,-86.4197,6501
KBWI,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US-MD,39.1754,-76.6683,10503
KBWP,WAH,Harry Stern Airport,Wahpeton,US-ND,46.2441,-96.6074,5100
KBXA,BXA,George R Carr Memorial Air Field,Bogalusa,US-LA,30.8137,-89.865,5002
KBXG,,Burke County Airport,Waynesboro,US-GA,33.0413,-82.0027,5003
KBXK,BXK,Buckeye Municipal Airport,Buckeye,US-AZ,33.4224,-112.6863,5500
KBXM,NHZ,Brunswick Executive Airport,Brunswick,US-ME,43.8922,-69.9386,8000
KBYG,BYG,Johnson County Airport,Buffalo,US-WY,44.3811,-106.722,6143
KBYH,BYH,Arkansas International Airport,Blytheville,US-AR,35.9643,-89.944,11602
KBYI,BYI,Burley Municipal Airport,Burley,US-ID,42.5426,-113.772,4092
KBYY,BBC,Bay City Regional Airport,Bay City,US-TX,28.9733,-95.8635,5107
KBZN,BZN,Bozeman Yellowstone International Airport,Bozeman,US-MT,45.7789,-111.1537,8994
KC02,XES,Grand Geneva Resort Airport,Lake Geneva,US-WI,42.6149,-88.3896,4100
KC03,,Nappanee Municipal Airport,Nappanee,US-IN,41.4462,-85.9348,3675
KC04,,Oceana County Airport,Hart/Shelby,US-MI,43.6417,-86.3292,3500
KC08,,Silver West Airport,Westcliffe,US-CO,38.0132,-105.3743,6954
KC09,,Morris Municipal Airport James R. Washburn field,Morris,US-IL,41.4254,-88.4187,5501
KC15,,Pekin Municipal Airport,Pekin,US-IL,40.4882,-89.6759,5000
KC16,,Frasca Field,Urbana,US-IL,40.1464,-88.1985,4001
KC20,,Andrews University Airpark,Berrien Springs,US-MI,41.9517,-86.3677,4148
KC24,,Mineral County Memorial Airport,Creede,US-CO,37.822,-106.9303,6880
KC29,,Middleton Municipal Morey Field,Middleton,US-WI,43.1143,-89.5315,4001
KC35,,Reedsburg Municipal Airport,Reedsburg,US-WI,43.5259,-89.9832,4840
KC47,,Portage Municipal Airport,Portage,US-WI,43.5603,-89.4829,3775
KC62,,Kendallville Municipal Airport,Kendallville,US-IN,41.4727,-85.2608,4400
KC65,PLY,Plymouth Municipal Airport,Plymouth,US-IN,41.3651,-86.3005,4400
KC73,,Dixon Municipal Charles R. Walgreen Field,Dixon,US-IL,41.8339,-89.444,3897
KC75,,Marshall County Airport,Lacon,US-IL,41.0184,-89.3859,4003
KC77,,Poplar Grove Airport,Poplar Grove,US-IL,42.3229,-88.8363,3773
KC80,CLG,New Coalinga Municipal Airport,Coalinga,US-CA,36.1631,-120.294,5000
KC83,,Byron Airport,Byron,US-CA,37.8265,-121.6217,4500
KC91,,Dowagiac Municipal Airport,Dowagiac,US-MI,41.9929,-86.128,4700
KCAD,CAD,Wexford County Airport,Cadillac,US-MI,44.2757,-85.4215,5001
KCAE,CAE,Columbia Metropolitan Airport,Columbia,US-SC,33.9382,-81.123,8601
KCAG,CIG,Craig Moffat Airport,Craig,US-CO,40.4952,-107.522,5606
KCAK,CAK,Akron Canton Regional Airport,Akron,US-OH,40.9161,-81.4422,8204
KCAO,CAO,Clayton Municipal Airpark,Clayton,US-NM,36.4462,-103.167,6307
KCAR,CAR,Caribou Municipal Airport,Caribou,US-ME,46.8715,-68.0179,4003
KCBE,CBE,Greater Cumberland Regional Airport,Wiley Ford,US-WV,39.6154,-78.7609,5047
KCBF,CBF,Council Bluffs Municipal Airport,Council Bluffs,US-IA,41.2592,-95.7606,5500
KCBG,,Cambridge Municipal Airport,Cambridge,US-MN,45.5575,-93.2642,4001
KCBK,CBK,Shalz Field,Colby,US-KS,39.4275,-101.047,5110
KCBM,CBM,Columbus Air Force Base,Columbus,US-MS,33.6438,-88.4438,12004
KCCA,,Clinton Municipal Airport,Clinton,US-AR,35.5978,-92.4516,4007
KCCB,CCB,Upland-Cable Airport,Upland,US-CA,34.1116,-117.688,3863
KCCO,,Newnan Coweta County Airport,Newnan,US-GA,33.3116,-84.7698,5500
KCCR,CCR,Buchanan Field,Concord,US-CA,37.9897,-122.057,5001
KCCY,CCY,Northeast Iowa Regional Airport,Charles City,US-IA,43.0726,-92.6108,4000
KCDC,CDC,Cedar City Regional Airport,Cedar City,US-UT,37.701,-113.099,8653
KCDH,CDH,Harrell Field,Camden,US-AR,33.6228,-92.7634,6501
KCDI,,Cambridge Municipal Airport,Cambridge,US-OH,39.975,-81.5776,4298
KCDN,CDN,Woodward Field,Camden,US-SC,34.2836,-80.5649,5000
KCDR,CDR,Chadron Municipal Airport,Chadron,US-NE,42.8376,-103.095,5998
KCDS,CDS,Childress Municipal Airport,Childress,US-TX,34.4338,-100.288,5949
KCDW,CDW,Essex County Airport,Caldwell,US-NJ,40.8752,-74.2814,4552
KCEA,CEA,Cessna Aircraft Field,Wichita,US-KS,37.6486,-97.2506,3873
KCEC,CEC,Jack Mc Namara Field Airport,Crescent City,US-CA,41.7789,-124.2364,5002
KCEF,CEF,Westover Metropolitan Airport / Westover Air Reserve Base,Chicopee,US-MA,42.194,-72.5348,11597
KCEK,,Crete Municipal Airport,Crete,US-NE,40.6179,-96.9249,4201
KCEU,CEU,Oconee County Regional Airport,Clemson,US-SC,34.6719,-82.8865,5000
KCEV,CEV,Mettel Field,Connersville,US-IN,39.6985,-85.1297,6503
KCEW,CEW,Bob Sikes Airport,Crestview,US-FL,30.7788,-86.5221,8006
KCEY,CEY,Murray-Calloway County Airport Kyle-Oakley Field,Murray,US-KY,36.6646,-88.3728,6202
KCEZ,CEZ,Cortez Municipal Airport,Cortez,US-CO,37.303,-108.628,7205
KCFD,CFD,Coulter Field,Bryan,US-TX,30.7157,-96.3314,4000
KCFJ,,Crawfordsville Regional Airport,Crawfordsville,US-IN,39.9756,-86.9199,5506
KCFS,TZC,Tuscola Area Airport,Caro,US-MI,43.4588,-83.4455,4302
KCFT,CFT,Greenlee County Airport,Clifton,US-AZ,32.957,-109.2114,4978
KCFV,CFV,Coffeyville Municipal Airport,Coffeyville,US-KS,37.094,-95.5719,5868
KCGC,,Crystal River Airport,Crystal River,US-FL,28.8672,-82.571,4557
KCGE,CGE,Cambridge Dorchester Airport,Cambridge,US-MD,38.5393,-76.0304,4477
KCGF,CGF,Cuyahoga County Airport,Cleveland,US-OH,41.5651,-81.4864,5502
KCGI,CGI,Cape Girardeau Regional Airport,Cape Girardeau,US-MO,37.2253,-89.5708,6500
KCGZ,CGZ,Casa Grande Municipal Airport,Casa Grande,US-AZ,32.9549,-111.767,5200
KCHA,CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US-TN,35.0353,-85.2038,7400
KCHD,,Chandler Municipal Airport,Chandler,US-AZ,33.2691,-111.811,4870
KCHK,CHK,Chickasha Municipal Airport,Chickasha,US-OK,35.0974,-97.9677,5101
KCHN,,Wauchula Municipal Airport,Wauchula,US-FL,27.5149,-81.8805,4005
KCHO,CHO,Charlottesville Albemarle Airport,Charlottesville,US-VA,38.1386,-78.4529,6801
KCHS,CHS,Charleston International Airport,Charleston,US-SC,32.8962,-80.0382,9001
KCHT,,Chillicothe Municipal Airport,Chillicothe,US-MO,39.7822,-93.4957,3899
KCIC,CIC,Chico Regional Airport,Chico,US-CA,39.7956,-121.8577,6724
KCII,,Choteau Airport,Choteau,US-MT,47.8283,-112.168,5000
KCIN,CIN,Arthur N Neu Airport,Carroll,US-IA,42.0462,-94.789,5506
KCIR,CIR,Cairo Regional Airport,Cairo,US-IL,37.0645,-89.2196,4001
KCIU,CIU,Chippewa County International Airport,Kincheloe,US-MI,46.242,-84.4621,7203
KCJR,,Culpeper Regional Airport,Culpeper,US-VA,38.5267,-77.8589,5000
KCKA,CKA,Kegelman AF Aux Field,Cherokee,US-OK,36.7343,-98.1235,7800
KCKB,CKB,North Central West Virginia Airport,Bridgeport,US-WV,39.2966,-80.2281,7800
KCKC,GRM,Grand Marais Cook County Airport,Grand Marais,US-MN,47.8383,-90.3829,5002
KCKF,,Crisp County Cordele Airport,Cordele,US-GA,31.9888,-83.7739,5008
KCKI,,Williamsburg Regional Airport,Kingstree,US-SC,33.7172,-79.857,5000
KCKM,CKM,Fletcher Field,Clarksdale,US-MS,34.2997,-90.5123,5404
KCKN,CKN,Crookston Municipal Kirkwood Field,Crookston,US-MN,47.8417,-96.6216,4300
KCKP,,Cherokee County Regional Airport,Cherokee,US-IA,42.7317,-95.5559,4001
KCKV,CKV,Clarksville–Montgomery County Regional Airport,Clarksville,US-TN,36.6219,-87.415,5999
KCKZ,,Pennridge Airport,Perkasie,US-PA,40.3892,-75.2905,4211
KCLE,CLE,Cleveland Hopkins International Airport,Cleveland,US-OH,41.4117,-81.8498,9953
KCLI,CLI,Clintonville Municipal Airport,Clintonville,US-WI,44.6138,-88.7313,4599
KCLK,CLK,Clinton Regional Airport,Clinton,US-OK,35.5383,-98.9327,4305
KCLL,CLL,Easterwood Field,College Station,US-TX,30.5886,-96.3638,7000
KCLM,CLM,William R Fairchild International Airport,Port Angeles,US-WA,48.1202,-123.5,6347
KCLS,CLS,Chehalis Centralia Airport,Chehalis,US-WA,46.677,-122.983,5000
KCLT,CLT,Charlotte Douglas International Airport,Charlotte,US-NC,35.214,-80.9431,10000
KCLW,CLW,Clearwater Air Park,Clearwater,US-FL,27.9767,-82.7587,4108
KCMA,,Camarillo Airport,Camarillo,US-CA,34.2137,-119.094,6013
KCMD,,Cullman Regional Airport-Folsom Field,Cullman,US-AL,34.2687,-86.858,5500
KCMH,CMH,John Glenn Columbus International Airport,Columbus,US-OH,39.998,-82.8919,10114
KCMI,CMI,University of Illinois Willard Airport,Savoy,US-IL,40.0398,-88.2762,8101
KCMR,,H.A. Clark Memorial Field,Williams,US-AZ,35.3056,-112.1944,6003
KCMX,CMX,Houghton County Memorial Airport,Hancock,US-MI,47.1684,-88.4891,6501
KCMY,CMY,Sparta Fort McCoy Airport,Sparta,US-WI,43.958,-90.7379,4697
KCNB,,Myers Field Airport,Canby,US-MN,44.7295,-96.266,4648
KCNC,,Chariton Municipal Airport,Chariton,US-IA,41.0196,-93.3597,4000
KCNK,CNK,Blosser Municipal Airport,Concordia,US-KS,39.5493,-97.6523,4000
KCNM,CNM,Cavern City Air Terminal,Carlsbad,US-NM,32.3375,-104.263,7854
KCNO,CNO,Chino Airport,Chino,US-CA,33.9747,-117.637,7000
KCNP,,Billy G Ray Field,Chappell,US-NE,41.0775,-102.464,4000
KCNU,CNU,Chanute Martin Johnson Airport,Chanute,US-KS,37.6682,-95.4867,4254
KCNW,CNW,TSTC Waco Airport,Waco,US-TX,31.6411,-97.0733,8600
KCNY,CNY,Canyonlands Regional Airport,Moab,US-UT,38.755,-109.755,7360
KCOD,COD,Yellowstone Regional Airport,Cody,US-WY,44.5202,-109.024,8268
KCOE,COE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,47.7743,-116.82,7400
KCOF,COF,Patrick Space Force Base,Cocoa Beach,US-FL,28.2349,-80.6101,9008
KCOI,COI,Merritt Island Airport,Merritt Island,US-FL,28.3416,-80.6855,3601
KCOM,COM,Coleman Municipal Airport,Coleman,US-TX,31.8411,-99.4036,4506
KCON,CON,Concord Municipal Airport,Concord,US-NH,43.2027,-71.5023,6005
KCOQ,,Cloquet Carlton County Airport,Cloquet,US-MN,46.7011,-92.5036,4003
KCOS,COS,City of Colorado Springs Municipal Airport,Colorado Springs,US-CO,38.8058,-104.701,13500
KCOT,COT,Cotulla-La Salle County Airport,Cotulla,US-TX,28.4567,-99.2203,6005
KCOU,COU,Columbia Regional Airport,Columbia,US-MO,38.8181,-92.2196,7401
KCPC,,Columbus County Municipal Airport,Whiteville,US-NC,34.2729,-78.715,5500
KCPK,,Chesapeake Regional Airport,Chesapeake,US-VA,36.6656,-76.3207,5500
KCPR,CPR,Casper-Natrona County International Airport,Casper,US-WY,42.9074,-106.4616,10165
KCPS,CPS,St Louis Downtown Airport,Cahokia/St Louis,US-IL,38.5707,-90.1562,7002
KCPT,,Cleburne Regional Airport,Cleburne,US-TX,32.3538,-97.4337,5697
KCPU,,Calaveras Co Maury Rasmussen Field,San Andreas,US-CA,38.1461,-120.648,3602
KCQA,,Lakefield Airport,Celina,US-OH,40.4841,-84.5601,4400
KCQB,,Chandler Regional Airport,Chandler,US-OK,35.7238,-96.8203,4000
